(Number of Clickable Elements - Middle),Number of General  Elements,(Number of Clickable Elements - Bottom),(Number of Clickable Elements - Top),(Number of vertical swipeable Elements - Middle),is the activity contain a navigation drawer,(Number of Text Fields Elements - Middle),(Number of horizontal swipeable Elements - Middle),(Number of Text Fields Elements - Bottom),(Number of Text Fields Elements - Top),keywords
0,1,0,1,0,0,0,0,0,0,setting account 
0,8,0,1,7,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
4,8,1,3,0,0,0,0,0,0,setting 
3,6,0,2,0,0,1,0,0,0,setting account 
1,2,0,1,0,0,0,0,0,0,setting preferences 
1,11,0,2,7,0,0,0,0,0,setting account 
0,7,0,1,5,0,0,0,0,0,setting 
0,3,0,0,0,0,1,2,0,0,setting 
7,10,0,2,0,1,1,0,0,0,setting 
0,9,0,1,7,0,0,0,0,0,setting 
5,10,2,2,0,0,1,0,0,0,setting 
11,13,1,1,0,1,0,0,0,0,
0,3,0,2,0,1,0,0,0,1,setting 
6,7,0,1,0,0,0,0,0,0,setting 
3,7,1,0,3,0,0,0,0,0,
0,9,0,1,7,0,0,0,0,0,setting 
7,9,0,2,0,0,0,0,0,0,setting account 
4,6,0,2,0,0,0,0,0,0,setting account 
0,5,0,1,3,0,0,0,0,0,setting 
7,10,0,3,0,1,0,0,0,0,setting 
2,20,2,0,7,0,7,0,1,0,
6,8,0,1,0,1,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting account 
0,8,0,1,6,0,0,0,0,0,setting account 
1,6,0,1,3,0,1,0,0,0,setting 
0,5,0,0,5,0,0,0,0,0,setting 
0,13,0,1,10,0,0,0,0,0,setting 
0,13,0,1,10,0,0,0,0,0,setting 
5,7,1,1,0,0,0,0,0,0,setting 
11,12,0,1,0,1,0,0,0,0,setting 
0,2,0,2,0,0,0,0,0,0,setting 
2,4,0,2,0,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
7,9,0,2,0,0,0,0,0,0,setting preferences configuration 
0,8,0,1,6,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
1,3,0,1,0,0,1,0,0,0,setting 
0,1,1,0,0,0,0,0,0,0,setting 
0,8,0,1,6,0,0,0,0,0,setting 
10,17,0,4,0,0,3,0,0,0,setting preferences 
8,11,1,2,0,0,0,0,0,0,setting 
0,11,0,1,8,0,0,0,0,0,setting options 
0,5,0,1,3,0,0,0,0,0,setting options 
0,9,0,1,6,0,0,1,0,0,setting options 
4,7,3,0,0,0,0,0,0,0,
0,3,0,1,0,0,2,0,0,0,setting 
18,23,4,1,0,1,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences 
2,6,4,0,0,0,0,0,0,0,setting 
16,17,0,1,0,1,0,0,0,0,setting account 
10,11,0,1,0,0,0,0,0,0,setting 
0,2,0,2,0,0,0,0,0,0,setting 
2,4,0,0,0,0,2,0,0,0,
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
2,4,0,2,0,1,0,0,0,0,account 
1,1,0,0,0,0,0,0,0,0,
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
4,15,1,1,5,0,2,0,1,0,setting 
2,3,0,0,0,0,0,0,0,1,setting 
0,1,0,0,0,0,1,0,0,0,
0,10,0,0,7,0,0,0,0,0,setting preferences options 
3,6,0,3,0,0,0,0,0,0,setting 
0,9,0,2,6,0,0,0,0,0,setting 
1,2,1,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
2,3,1,0,0,0,0,0,0,0,welcome 
0,4,1,2,0,0,0,0,0,0,
3,5,2,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,welcome 
0,3,3,0,0,0,0,0,0,0,welcome 
1,6,0,0,0,0,0,3,0,0,
2,2,0,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
0,1,1,0,0,0,0,0,0,0,welcome features 
3,5,0,1,0,0,0,1,0,0,
3,5,2,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,2,0,0,
0,2,0,0,0,0,0,2,0,0,
3,6,0,0,0,0,3,0,0,0,
2,2,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,welcome 
0,2,1,0,0,0,0,1,0,0,
2,3,1,0,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,welcome 
0,2,0,1,0,0,0,0,0,0,welcome introduction 
2,5,2,1,0,0,0,0,0,0,
1,3,2,0,0,0,0,0,0,0,
5,7,1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
0,2,2,0,0,0,0,0,0,0,welcome 
3,5,0,2,0,1,0,0,0,0,
1,4,1,0,0,0,2,0,0,0,
1,3,1,0,0,0,0,1,0,0,
1,2,0,1,0,0,0,0,0,0,
2,5,1,2,0,0,0,0,0,0,splash 
2,2,0,0,0,0,0,0,0,0,
0,2,1,0,0,0,0,0,0,0,
3,4,0,1,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,
3,5,0,1,0,0,0,1,0,0,
0,3,2,1,0,0,0,0,0,0,welcome 
4,5,1,0,0,0,0,0,0,0,
2,3,1,0,0,0,0,0,0,0,
2,3,0,1,0,0,0,0,0,0,welcome 
1,3,2,0,0,0,0,0,0,0,welcome 
1,2,1,0,0,0,0,0,0,0,welcome splash 
0,2,2,0,0,0,0,0,0,0,welcome 
0,8,6,2,0,0,0,0,0,0,
5,5,0,0,0,0,0,0,0,0,introduction 
3,3,0,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
2,3,0,0,0,0,0,1,0,0,
1,2,0,0,0,0,0,1,0,0,
0,0,0,0,0,0,0,0,0,0,
2,3,0,1,0,0,0,0,0,0,
3,4,1,0,0,0,0,0,0,0,
2,3,0,1,0,0,0,0,0,0,
1,2,0,0,0,0,0,1,0,0,
1,2,1,0,0,0,0,0,0,0,
2,3,0,1,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,
8,11,0,2,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,
2,3,1,0,0,0,0,0,0,0,welcome 
4,4,0,0,0,0,0,0,0,0,welcome 
2,2,0,0,0,0,0,0,0,0,welcome 
4,4,0,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,splash 
1,2,1,0,0,0,0,0,0,0,
0,3,2,0,0,0,0,1,0,0,
2,2,0,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,welcome 
3,3,0,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
0,1,1,0,0,0,0,0,0,0,welcome 
4,5,1,0,0,0,0,0,0,0,
0,3,3,0,0,0,0,0,0,0,welcome introduction 
1,1,0,0,0,0,0,0,0,0,welcome 
1,2,1,0,0,0,0,0,0,0,
2,4,1,1,0,0,0,0,0,0,
2,4,1,1,0,0,0,0,0,0,
0,2,1,1,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,welcome 
0,2,2,0,0,0,0,0,0,0,
6,7,0,1,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,
0,10,5,2,2,1,0,0,0,0,welcome 
4,4,0,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,
2,4,2,0,0,0,0,0,0,0,splash 
1,1,0,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,welcome splash 
2,2,0,0,0,0,0,0,0,0,
0,2,0,1,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,welcome 
2,5,1,2,0,1,0,0,0,0,
1,3,1,1,0,0,0,0,0,0,
1,4,3,0,0,0,0,0,0,0,
0,2,1,0,0,0,0,1,0,0,
1,1,0,0,0,0,0,0,0,0,
0,8,2,2,4,1,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,welcome 
0,1,1,0,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,
1,4,1,0,0,0,1,0,0,0,welcome 
2,3,1,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,
4,5,1,0,0,0,0,0,0,0,splash 
3,3,0,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,welcome 
0,0,0,0,0,0,0,0,0,0,features 
3,5,2,0,0,0,0,0,0,0,
2,3,1,0,0,0,0,0,0,0,welcome 
2,2,0,0,0,0,0,0,0,0,
0,2,1,0,0,0,0,0,0,0,
0,3,2,0,0,0,0,1,0,0,splash 
3,4,1,0,0,0,0,0,0,0,welcome splash 
2,2,0,0,0,0,0,0,0,0,
2,4,2,0,0,0,0,0,0,0,splash 
1,2,1,0,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,welcome 
0,2,1,0,0,0,0,0,0,0,
1,2,0,0,0,0,0,0,0,0,
4,4,0,0,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,welcome 
2,3,0,0,0,0,0,1,0,0,
1,1,0,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,welcome 
0,1,1,0,0,0,0,0,0,0,welcome splash 
0,1,0,0,0,0,0,0,0,0,splash 
2,2,0,0,0,0,0,0,0,0,welcome 
0,1,1,0,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,features 
1,2,0,0,0,0,0,0,0,0,splash 
0,2,2,0,0,0,0,0,0,0,welcome 
1,3,2,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,splash 
2,3,1,0,0,0,0,0,0,0,
3,5,0,2,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,
0,2,0,2,0,0,0,0,0,0,welcome 
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
1,2,1,0,0,0,0,0,0,0,
3,4,1,0,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,
1,3,2,0,0,0,0,0,0,0,welcome 
2,3,1,0,0,0,0,0,0,0,
1,4,2,0,0,0,0,0,0,0,welcome features 
2,3,1,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,welcome 
1,2,0,0,0,0,1,0,0,0,
3,5,0,1,0,0,0,1,0,0,welcome splash 
1,1,0,0,0,0,0,0,0,0,welcome 
6,6,0,0,0,0,0,0,0,0,
3,5,1,1,0,0,0,0,0,0,
2,3,1,0,0,0,0,0,0,0,welcome 
1,4,0,3,0,1,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,
2,3,0,1,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,
2,3,0,1,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,welcome 
4,5,1,0,0,0,0,0,0,0,splash 
2,4,0,2,0,0,0,0,0,0,welcome 
0,4,0,4,0,0,0,0,0,0,
0,1,0,1,0,0,0,0,0,0,
3,5,0,2,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
2,2,0,0,0,0,0,0,0,0,welcome 
2,3,0,1,0,0,0,0,0,0,welcome 
1,4,0,0,0,0,3,0,0,0,
1,2,1,0,0,0,0,0,0,0,welcome 
2,4,2,0,0,0,0,0,0,0,welcome 
1,2,1,0,0,0,0,0,0,0,welcome 
1,4,2,0,0,0,0,0,0,0,
1,4,2,0,0,0,0,0,0,0,welcome features 
1,3,0,1,0,0,1,0,0,0,
0,3,2,0,0,0,0,0,0,0,
0,2,0,1,0,0,0,0,0,0,
2,3,0,1,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,
5,5,0,0,0,0,0,0,0,0,
2,6,2,1,0,0,0,1,0,0,welcome 
1,3,1,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,
0,3,2,0,0,0,0,1,0,0,
0,3,2,0,0,0,0,1,0,0,
0,0,0,0,0,0,0,0,0,0,introduction 
2,3,1,0,0,0,0,0,0,0,welcome 
2,3,1,0,0,0,0,0,0,0,
1,2,0,0,0,0,0,1,0,0,
0,2,2,0,0,0,0,0,0,0,
1,3,2,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,
1,4,2,0,0,0,0,1,0,0,
2,4,1,0,0,0,0,1,0,0,splash 
2,2,0,0,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,welcome 
4,4,0,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,welcome 
2,3,1,0,0,0,0,0,0,0,splash 
2,2,0,0,0,0,0,0,0,0,welcome 
4,4,0,0,0,0,0,0,0,0,welcome 
2,5,3,0,0,0,0,0,0,0,welcome splash 
2,5,2,1,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,welcome 
2,3,0,1,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,
2,3,0,0,0,0,0,0,0,0,
1,4,3,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,overview 
1,1,0,0,0,0,0,0,0,0,welcome 
1,2,0,0,0,0,0,1,0,0,
4,4,0,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
1,2,1,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,welcome 
1,2,0,1,0,0,0,0,0,0,welcome 
4,5,1,0,0,0,0,0,0,0,splash 
2,3,1,0,0,0,0,0,0,0,welcome 
3,4,1,0,0,0,0,0,0,0,
0,3,0,3,0,1,0,0,0,0,
1,4,2,0,0,0,0,0,0,0,welcome 
1,6,0,5,0,0,0,0,0,0,welcome splash 
4,8,0,4,0,0,0,0,0,0,welcome splash 
3,3,0,0,0,0,0,0,0,0,welcome 
0,1,0,0,0,0,0,0,0,0,welcome introduction 
1,3,2,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,welcome 
4,6,0,2,0,0,0,0,0,0,welcome 
2,3,0,0,0,0,0,1,0,0,features 
0,1,0,0,0,0,0,1,0,0,welcome 
1,22,1,0,12,0,0,0,0,0,
0,3,2,0,0,0,0,1,0,0,welcome 
2,3,1,0,0,0,0,0,0,0,welcome 
1,2,1,0,0,0,0,0,0,0,welcome 
0,3,2,0,0,0,0,1,0,0,features 
1,2,0,0,0,0,0,1,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
6,9,3,0,0,0,0,0,0,0,welcome 
2,3,0,0,0,0,0,1,0,0,welcome splash 
1,4,0,1,0,0,2,0,0,0,
2,4,2,0,0,0,0,0,0,0,splash 
1,1,0,0,0,0,0,0,0,0,welcome 
3,4,1,0,0,0,0,0,0,0,
0,3,0,2,0,0,0,1,0,0,welcome features 
3,3,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,welcome 
2,3,1,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,
2,5,1,2,0,1,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,welcome 
2,2,0,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,
1,3,1,1,0,0,0,0,0,0,
0,2,0,1,0,0,0,0,0,0,introduction 
2,6,1,0,0,0,3,0,0,0,
5,5,0,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,
1,3,1,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,splash 
3,4,1,0,0,0,0,0,0,0,
0,3,2,1,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,welcome features 
0,1,0,1,0,0,0,0,0,0,
3,4,1,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,splash 
0,1,0,0,0,0,0,0,0,0,
1,4,0,3,0,1,0,0,0,0,splash 
3,3,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,2,0,0,0,welcome 
2,2,0,0,0,0,0,0,0,0,welcome 
3,3,0,0,0,0,0,0,0,0,splash 
1,1,0,0,0,0,0,0,0,0,welcome 
0,0,0,0,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,
3,4,0,1,0,0,0,0,0,0,welcome 
3,5,0,2,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,
2,3,1,0,0,0,0,0,0,0,welcome 
0,1,0,0,0,0,0,0,0,0,
3,5,1,0,0,0,0,1,0,0,splash 
5,5,0,0,0,0,0,0,0,0,features 
0,1,0,1,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,splash 
0,0,0,0,0,0,0,0,0,0,welcome 
3,3,0,0,0,0,0,0,0,0,
0,3,1,2,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,welcome 
0,3,0,3,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,
4,6,2,0,0,0,0,0,0,0,
4,6,0,0,0,0,2,0,0,0,
2,2,0,0,0,0,0,0,0,0,welcome 
2,2,0,0,0,0,0,0,0,0,welcome 
3,4,1,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,welcome splash 
2,2,0,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,
3,5,0,1,0,1,0,1,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,
0,2,1,0,0,0,0,0,0,0,
1,3,1,0,0,0,0,1,0,0,welcome features 
1,2,0,0,0,0,0,1,0,0,
0,1,1,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,
4,4,0,0,0,0,0,0,0,0,
3,6,0,2,0,0,0,0,0,0,
3,4,1,0,0,0,0,0,0,0,
3,5,0,1,0,0,1,0,0,0,welcome 
3,5,0,1,0,0,1,0,0,0,welcome 
1,2,1,0,0,0,0,0,0,0,
1,4,2,0,0,0,0,1,0,0,
5,6,1,0,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,welcome 
1,2,1,0,0,0,0,0,0,0,features 
0,0,0,0,0,0,0,0,0,0,welcome 
0,1,0,0,0,0,0,0,0,0,welcome 
0,1,0,0,0,0,0,0,0,0,
3,7,1,1,0,0,0,2,0,0,welcome 
1,3,2,0,0,0,0,0,0,0,welcome 
4,4,0,0,0,0,0,0,0,0,
4,5,0,1,0,1,0,0,0,0,
3,4,1,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,welcome 
3,4,1,0,0,0,0,0,0,0,
3,4,0,1,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,splash 
2,2,0,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,welcome 
1,2,1,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
2,4,0,0,0,0,1,0,0,0,
2,2,0,0,0,0,0,0,0,0,
1,2,0,0,0,0,0,1,0,0,
1,2,0,0,0,0,0,1,0,0,
0,1,1,0,0,0,0,0,0,0,
0,1,0,1,0,0,0,0,0,0,welcome 
0,0,0,0,0,0,0,0,0,0,welcome 
2,4,1,1,0,0,0,0,0,0,
3,4,1,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,welcome 
2,2,0,0,0,0,0,0,0,0,
1,3,2,0,0,0,0,0,0,0,splash 
2,2,0,0,0,0,0,0,0,0,welcome 
1,2,1,0,0,0,0,0,0,0,welcome 
0,1,0,0,0,0,0,0,0,0,welcome features 
1,1,0,0,0,0,0,0,0,0,welcome 
0,1,1,0,0,0,0,0,0,0,welcome 
0,2,2,0,0,0,0,0,0,0,splash 
0,2,2,0,0,0,0,0,0,0,welcome 
0,3,2,0,0,0,0,1,0,0,welcome 
0,0,0,0,0,0,0,0,0,0,splash 
2,2,0,0,0,0,0,0,0,0,welcome splash 
2,2,0,0,0,0,0,0,0,0,splash 
2,2,0,0,0,0,0,0,0,0,
3,7,1,3,0,0,0,0,0,0,introduction 
3,4,1,0,0,0,0,0,0,0,
2,4,1,1,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,welcome introduction features 
2,2,0,0,0,0,0,0,0,0,splash 
2,2,0,0,0,0,0,0,0,0,
2,3,1,0,0,0,0,0,0,0,splash 
1,2,1,0,0,0,0,0,0,0,
0,2,0,1,0,0,0,0,0,0,welcome 
1,5,4,0,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,
0,3,1,2,0,1,0,0,0,0,welcome 
0,1,1,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,3,0,1,0,1,0,0,0,0,
2,4,1,0,0,0,0,0,0,0,splash 
2,2,0,0,0,0,0,0,0,0,
5,5,0,0,0,0,0,0,0,0,splash 
2,2,0,0,0,0,0,0,0,0,welcome 
3,3,0,0,0,0,0,0,0,0,welcome 
2,4,1,1,0,0,0,0,0,0,welcome 
2,5,3,0,0,0,0,0,0,0,welcome splash 
3,3,0,0,0,0,0,0,0,0,
1,3,1,1,0,1,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,features 
1,1,0,0,0,0,0,0,0,0,welcome 
2,2,0,0,0,0,0,0,0,0,
1,2,0,0,0,0,0,1,0,0,
2,2,0,0,0,0,0,0,0,0,welcome 
4,5,1,0,0,0,0,0,0,0,splash 
1,2,0,0,0,0,0,1,0,0,
2,2,0,0,0,0,0,0,0,0,splash 
0,1,1,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,welcome 
0,1,0,0,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,welcome features 
3,3,0,0,0,0,0,0,0,0,
0,2,0,1,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,welcome 
0,0,0,0,0,0,0,0,0,0,splash 
2,4,1,1,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,splash 
2,4,1,1,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,features 
0,1,1,0,0,0,0,0,0,0,splash 
3,3,0,0,0,0,0,0,0,0,welcome 
0,1,0,1,0,0,0,0,0,0,
1,2,0,0,0,0,0,0,0,0,
1,2,0,1,0,0,0,0,0,0,
2,3,0,1,0,0,0,0,0,0,
3,4,1,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
1,2,0,1,0,0,0,0,0,0,welcome 
2,2,0,0,0,0,0,0,0,0,welcome 
2,3,0,0,0,0,0,1,0,0,welcome 
0,2,2,0,0,0,0,0,0,0,splash 
2,4,1,1,0,0,0,0,0,0,welcome 
2,2,0,0,0,0,0,0,0,0,
0,3,0,3,0,1,0,0,0,0,
0,5,0,4,0,0,0,0,0,0,
0,5,0,5,0,0,0,0,0,0,
3,4,0,1,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,welcome 
0,1,0,0,0,0,0,0,0,0,welcome 
0,1,1,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,welcome 
1,2,1,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,welcome 
0,3,2,0,0,0,0,1,0,0,
2,2,0,0,0,0,0,0,0,0,welcome 
2,3,1,0,0,0,0,0,0,0,welcome 
0,2,2,0,0,0,0,0,0,0,splash 
2,3,0,1,0,0,0,0,0,0,welcome 
1,2,1,0,0,0,0,0,0,0,welcome 
3,3,0,0,0,0,0,0,0,0,welcome 
2,2,0,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,welcome 
1,2,0,1,0,0,0,0,0,0,welcome 
1,2,0,1,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,
3,7,2,0,0,0,2,0,0,0,welcome 
0,0,0,0,0,0,0,0,0,0,
4,5,0,1,0,1,0,0,0,0,
1,3,1,1,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,introduction 
1,1,0,0,0,0,0,0,0,0,welcome 
2,4,2,0,0,0,0,0,0,0,welcome 
3,4,1,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,
4,4,0,0,0,0,0,0,0,0,
1,5,0,3,0,0,1,0,0,0,welcome 
4,4,0,0,0,0,0,0,0,0,welcome 
2,3,1,0,0,0,0,0,0,0,
2,4,0,1,0,0,1,0,0,0,welcome splash 
0,2,2,0,0,0,0,0,0,0,splash 
2,3,1,0,0,0,0,0,0,0,splash 
1,1,0,0,0,0,0,0,0,0,
0,1,0,1,0,0,0,0,0,0,
4,4,0,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,welcome 
5,5,0,0,0,0,0,0,0,0,welcome 
1,1,0,0,0,0,0,0,0,0,
3,5,0,1,0,0,0,1,0,0,
0,3,2,0,0,0,0,0,0,0,welcome 
1,2,0,0,0,0,0,1,0,0,
1,1,0,0,0,0,0,0,0,0,
1,2,0,1,0,0,0,0,0,0,
0,2,0,1,0,0,0,1,0,0,
1,2,1,0,0,0,0,0,0,0,features 
3,3,0,0,0,0,0,0,0,0,welcome splash 
4,4,0,0,0,0,0,0,0,0,
2,7,0,2,1,1,0,0,0,1,welcome 
1,1,0,0,0,0,0,0,0,0,welcome 
2,2,0,0,0,0,0,0,0,0,welcome 
0,2,1,0,0,0,0,1,0,0,
4,5,0,1,0,0,0,0,0,0,
10,10,0,0,0,0,0,0,0,0,introduction 
0,2,1,1,0,0,0,0,0,0,
3,4,1,0,0,0,0,0,0,0,
0,3,2,0,0,0,0,1,0,0,splash 
5,7,0,0,0,0,2,0,0,0,splash 
1,1,0,0,0,0,0,0,0,0,
2,4,0,2,0,0,0,0,0,0,welcome 
2,4,0,2,0,0,0,0,0,0,welcome 
1,2,0,0,0,0,0,1,0,0,
2,4,2,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,
0,3,2,1,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,
2,4,2,0,0,0,0,0,0,0,welcome 
2,3,1,0,0,0,0,0,0,0,
1,3,2,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,welcome 
1,3,1,1,0,0,0,0,0,0,welcome 
0,1,0,0,0,0,0,0,0,0,
0,4,1,3,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,
0,1,0,1,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,
2,3,1,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,splash 
2,3,0,0,0,0,0,1,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
2,4,1,1,0,0,0,0,0,0,
2,5,0,3,0,1,0,0,0,0,welcome 
4,4,0,0,0,0,0,0,0,0,
4,6,1,1,0,0,0,0,0,0,
5,6,0,1,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,welcome 
0,2,1,0,0,0,0,1,0,0,
4,6,0,0,1,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,
7,7,0,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,welcome 
4,5,0,0,0,0,0,0,0,0,welcome 
2,2,0,0,0,0,0,0,0,0,welcome 
